brand,category_code,event_type,count
kapika,apparel.shirt,purchase,1
kapika,apparel.shirt,view,54
kapika,apparel.shoes,view,6
kapo,computers.notebook,view,11
kapo,furniture.living_room.cabinet,view,1
kapous,accessories.bag,view,18
kapous,apparel.jeans,view,15
kapous,apparel.shirt,view,49
kapous,apparel.shoes,cart,28
kapous,apparel.shoes,purchase,8
kapous,apparel.shoes,view,807
kapous,appliances.personal.hair_cutter,cart,54
kapous,appliances.personal.hair_cutter,purchase,17
kapous,appliances.personal.hair_cutter,view,1048
kapous,auto.accessories.winch,view,25
kapous,construction.tools.saw,view,82
kapous,electronics.audio.music_tools.piano,cart,1
kapous,electronics.audio.music_tools.piano,view,22
kapous,furniture.living_room.sofa,cart,1
kapous,furniture.living_room.sofa,purchase,1
kapous,furniture.living_room.sofa,view,27
kapous,sport.tennis,cart,165
kapous,sport.tennis,purchase,49
kapous,sport.tennis,view,2243
kappa,country_yard.cultivator,view,7
kappa,electronics.audio.music_tools.piano,cart,9
kappa,electronics.audio.music_tools.piano,purchase,2
kappa,electronics.audio.music_tools.piano,view,275
kappa,furniture.bathroom.bath,view,31
kappa,furniture.kitchen.table,cart,2
kappa,furniture.kitchen.table,view,30
kappa,sport.ski,cart,4
kappa,sport.ski,purchase,3
kappa,sport.ski,view,279
kappa,sport.snowboard,cart,4
kappa,sport.snowboard,purchase,1
kappa,sport.snowboard,view,121
kapsen,computers.desktop,view,2
karadium,auto.accessories.compressor,view,7
karaja,apparel.costume,cart,6
karaja,apparel.costume,purchase,1
karaja,apparel.costume,view,616
karaja,apparel.shoes,cart,11
karaja,apparel.shoes,purchase,2
karaja,apparel.shoes,view,1089
karaja,apparel.shoes.sandals,cart,2
karaja,apparel.shoes.sandals,purchase,1
karaja,apparel.shoes.sandals,view,164
karaja,apparel.tshirt,cart,14
karaja,apparel.tshirt,purchase,8
karaja,apparel.tshirt,view,321
karaja,auto.accessories.compressor,view,1
karaja,auto.accessories.light,view,1
karaja,construction.tools.light,view,2
karaja,construction.tools.painting,cart,4
karaja,construction.tools.painting,view,217
karaja,construction.tools.pump,cart,2
karaja,construction.tools.pump,view,626
karaja,construction.tools.welding,view,1
karaja,furniture.bedroom.pillow,view,39
karaja,sport.tennis,cart,3
karaja,sport.tennis,purchase,3
karaja,sport.tennis,view,296
karapuz,kids.dolls,view,2
karat,apparel.pajamas,view,25
karat,apparel.shoes,view,6
karat,apparel.shoes.espadrilles,view,3
karat,sport.bicycle,cart,109
karat,sport.bicycle,purchase,25
karat,sport.bicycle,view,3453
karcher,accessories.bag,cart,74
karcher,accessories.bag,purchase,18
karcher,accessories.bag,view,2508
karcher,apparel.shoes.moccasins,cart,2
karcher,apparel.shoes.moccasins,purchase,1
karcher,apparel.shoes.moccasins,view,392
karcher,appliances.environment.vacuum,cart,3184
karcher,appliances.environment.vacuum,purchase,1054
karcher,appliances.environment.vacuum,view,89561
karcher,construction.tools.welding,cart,782
karcher,construction.tools.welding,purchase,234
karcher,construction.tools.welding,view,22149
karcher,sport.tennis,cart,14
karcher,sport.tennis,purchase,1
karcher,sport.tennis,view,141
karcher,sport.trainer,cart,2448
karcher,sport.trainer,purchase,730
karcher,sport.trainer,view,75667
kari,kids.swing,cart,33
kari,kids.swing,purchase,14
kari,kids.swing,view,1212
karma,appliances.environment.air_heater,view,77
karmen,apparel.pajamas,cart,2
karmen,sport.bicycle,view,16
karna,appliances.kitchen.juicer,cart,14
karna,appliances.kitchen.juicer,purchase,6
karna,appliances.kitchen.juicer,view,1750
karna,electronics.audio.acoustic,cart,34
karna,electronics.audio.acoustic,purchase,8
karna,electronics.audio.acoustic,view,1815
karosa,apparel.shoes.keds,cart,12
karosa,apparel.shoes.keds,view,1571
kartal,apparel.pajamas,view,12
kartal,apparel.shirt,cart,30
kartal,apparel.shirt,purchase,4
kartal,apparel.shirt,view,2383
kartal,apparel.shoes.keds,view,4
kartal,sport.bicycle,cart,29
kartal,sport.bicycle,purchase,7
kartal,sport.bicycle,view,4551
karya,accessories.bag,cart,18
karya,accessories.bag,purchase,6
karya,accessories.bag,view,1970
karya,accessories.wallet,cart,2
karya,accessories.wallet,view,14
karya,apparel.shoes.keds,view,1
karya,appliances.kitchen.grill,cart,34
karya,appliances.kitchen.grill,purchase,10
karya,appliances.kitchen.grill,view,1373
karya,country_yard.furniture.hammok,view,19
karya,electronics.smartphone,cart,4
karya,electronics.smartphone,purchase,1
karya,electronics.smartphone,view,110
karya,sport.tennis,cart,6
karya,sport.tennis,purchase,1
karya,sport.tennis,view,103
kashiyama,stationery.cartrige,view,15
kastamonu,appliances.kitchen.grill,view,87
kastamonu,construction.tools.painting,cart,930
kastamonu,construction.tools.painting,purchase,72
kastamonu,construction.tools.painting,view,17093
kastamonu,country_yard.lawn_mower,view,6
kasuga,apparel.costume,view,1
kativa,apparel.shoes,view,5
kativa,appliances.personal.massager,cart,24
kativa,appliances.personal.massager,purchase,2
kativa,appliances.personal.massager,view,336
kativa,auto.accessories.winch,cart,31
kativa,auto.accessories.winch,purchase,11
kativa,auto.accessories.winch,view,738
kativa,electronics.audio.music_tools.piano,cart,4
kativa,electronics.audio.music_tools.piano,purchase,1
kativa,electronics.audio.music_tools.piano,view,300
katun,accessories.bag,cart,11
katun,accessories.bag,purchase,4
katun,accessories.bag,view,398
katun,stationery.cartrige,view,43
kawai,apparel.underwear,cart,24
kawai,apparel.underwear,purchase,11
kawai,apparel.underwear,view,492
kawai,sport.tennis,view,35
kawasaki,sport.trainer,view,22
kayser,apparel.shoes.moccasins,cart,25
kayser,apparel.shoes.moccasins,purchase,4
kayser,apparel.shoes.moccasins,view,547
kayser,apparel.trousers,cart,8
kayser,apparel.trousers,purchase,4
kayser,apparel.trousers,view,142
kayser,apparel.underwear,cart,4
kayser,apparel.underwear,purchase,1
kayser,apparel.underwear,view,66
kayser,electronics.telephone,cart,1
kayser,electronics.telephone,purchase,1
kayser,electronics.telephone,view,212
kayser,furniture.kitchen.table,cart,55
kayser,furniture.kitchen.table,purchase,16
kayser,furniture.kitchen.table,view,2074
kazheritage,electronics.tablet,cart,2
kazheritage,electronics.tablet,purchase,1
kazheritage,electronics.tablet,view,16
kazmedaspap,sport.snowboard,cart,2
kazmedaspap,sport.snowboard,view,243
keddo,apparel.shoes,view,2
keddo,apparel.shoes.keds,view,1
keeeper,apparel.shirt,cart,102
keeeper,apparel.shirt,purchase,39
keeeper,apparel.shirt,view,1525
keenetic,furniture.kitchen.table,cart,336
keenetic,furniture.kitchen.table,purchase,80
keenetic,furniture.kitchen.table,view,10471
keenway,apparel.scarf,cart,3
keenway,apparel.scarf,view,157
keenway,computers.desktop,cart,2
keenway,computers.desktop,view,618
keenway,kids.toys,cart,11
keenway,kids.toys,purchase,1
keenway,kids.toys,view,725
keeway,apparel.shirt,cart,4
keeway,apparel.shirt,view,22
kef,appliances.kitchen.toster,cart,4
kef,appliances.kitchen.toster,view,1414
kehan,electronics.camera.video,view,1
kelli,apparel.tshirt,cart,171
kelli,apparel.tshirt,purchase,40
kelli,apparel.tshirt,view,7404
kelli,appliances.environment.vacuum,view,47
kelli,furniture.bathroom.bath,cart,3
kelli,furniture.bathroom.bath,view,44
kelly,computers.desktop,view,18
ken,appliances.kitchen.hood,cart,1
ken,appliances.kitchen.hood,view,241
ken,construction.tools.light,view,33
ken,construction.tools.saw,cart,1
ken,construction.tools.saw,view,81
ken,electronics.audio.microphone,view,1
ken,electronics.clocks,view,1
keneksi,electronics.camera.video,cart,17
keneksi,electronics.camera.video,purchase,5
keneksi,electronics.camera.video,view,1242
kenko,computers.peripherals.mouse,view,1
kenwood,apparel.shoes.keds,cart,188
kenwood,apparel.shoes.keds,purchase,68
kenwood,apparel.shoes.keds,view,6131
kenwood,apparel.tshirt,view,7
kenwood,appliances.kitchen.blender,view,161
kenwood,appliances.kitchen.grill,view,138
kenwood,appliances.kitchen.juicer,view,3
kenwood,appliances.kitchen.meat_grinder,view,4
kenwood,auto.accessories.player,view,79
kenwood,computers.peripherals.printer,view,194
kenwood,construction.tools.drill,view,358
kenwood,electronics.audio.subwoofer,cart,208
kenwood,electronics.audio.subwoofer,purchase,46
kenwood,electronics.audio.subwoofer,view,5915
kenwood,electronics.camera.photo,cart,34
kenwood,electronics.camera.photo,purchase,7
kenwood,electronics.camera.photo,view,1042
kenwood,electronics.video.tv,cart,737
kenwood,electronics.video.tv,purchase,270
kenwood,electronics.video.tv,view,27347
kenwood,furniture.bedroom.blanket,cart,68
kenwood,furniture.bedroom.blanket,purchase,22
kenwood,furniture.bedroom.blanket,view,2859
kenzo,apparel.jeans,view,18
kenzo,apparel.jumper,view,1
kenzo,apparel.shoes.sandals,cart,241
kenzo,apparel.shoes.sandals,purchase,86
kenzo,apparel.shoes.sandals,view,6164
kenzo,computers.peripherals.printer,view,17
kenzo,kids.swing,view,12
kerastase,apparel.shoes,view,26
kerastase,appliances.personal.massager,cart,22
kerastase,appliances.personal.massager,purchase,6
kerastase,appliances.personal.massager,view,1108
kerastase,auto.accessories.winch,cart,4
kerastase,auto.accessories.winch,purchase,1
kerastase,auto.accessories.winch,view,534
kerastase,electronics.audio.music_tools.piano,cart,2
kerastase,electronics.audio.music_tools.piano,purchase,1
kerastase,electronics.audio.music_tools.piano,view,57
kerasys,apparel.shoes,view,1
kerasys,appliances.personal.massager,cart,57
kerasys,appliances.personal.massager,purchase,12
kerasys,appliances.personal.massager,view,1207
kerasys,auto.accessories.winch,cart,3
kerasys,auto.accessories.winch,purchase,1
kerasys,auto.accessories.winch,view,41
kerasys,electronics.audio.music_tools.piano,cart,28
kerasys,electronics.audio.music_tools.piano,purchase,11
kerasys,electronics.audio.music_tools.piano,view,426
keremet,apparel.shoes.moccasins,cart,15
keremet,apparel.shoes.moccasins,purchase,4
keremet,apparel.shoes.moccasins,view,563
kessler,sport.ski,view,1
keter,computers.desktop,cart,8
keter,computers.desktop,view,336
kettler,apparel.shoes.espadrilles,view,5
kettler,apparel.trousers,cart,30
kettler,apparel.trousers,purchase,15
kettler,apparel.trousers,view,1950
kettler,auto.accessories.videoregister,cart,4
kettler,auto.accessories.videoregister,purchase,1
kettler,auto.accessories.videoregister,view,683
kettler,construction.tools.pump,view,1
kettler,electronics.audio.microphone,cart,12
kettler,electronics.audio.microphone,purchase,2
kettler,electronics.audio.microphone,view,303
kettler,furniture.bathroom.bath,cart,44
kettler,furniture.bathroom.bath,purchase,12
kettler,furniture.bathroom.bath,view,998
kettler,furniture.kitchen.table,view,1
kettler,furniture.living_room.sofa,view,5
kettler,sport.trainer,cart,9
kettler,sport.trainer,purchase,1
kettler,sport.trainer,view,607
keuco,apparel.sock,view,83
keuco,appliances.personal.massager,view,11
keumkang,construction.tools.generator,cart,2
keumkang,construction.tools.generator,purchase,1
keumkang,construction.tools.generator,view,3
keune,apparel.jeans,cart,5
keune,apparel.jeans,purchase,3
keune,apparel.jeans,view,185
keune,apparel.shoes,view,2
keune,apparel.skirt,cart,12
keune,apparel.skirt,purchase,3
keune,apparel.skirt,view,266
keune,appliances.personal.massager,cart,37
keune,appliances.personal.massager,purchase,4
keune,appliances.personal.massager,view,922
keune,auto.accessories.winch,cart,16
keune,auto.accessories.winch,purchase,2
keune,auto.accessories.winch,view,808
keune,construction.tools.saw,cart,1
keune,construction.tools.saw,view,267
keune,electronics.audio.music_tools.piano,cart,7
keune,electronics.audio.music_tools.piano,purchase,2
keune,electronics.audio.music_tools.piano,view,379
keune,furniture.kitchen.table,view,30
kgb,auto.accessories.alarm,view,1
khancomics,computers.components.cooler,cart,1
khancomics,computers.components.cooler,view,108
ki,appliances.kitchen.grill,view,21
kicker,construction.tools.drill,view,2
kicker,electronics.audio.subwoofer,view,33
kicx,apparel.tshirt,cart,1
kicx,apparel.tshirt,purchase,1
kicx,apparel.tshirt,view,35
kicx,construction.tools.drill,cart,309
kicx,construction.tools.drill,purchase,108
kicx,construction.tools.drill,view,13056
kicx,electronics.audio.subwoofer,cart,2277
kicx,electronics.audio.subwoofer,purchase,460
kicx,electronics.audio.subwoofer,view,59343
kiddieart,kids.dolls,cart,99
kiddieart,kids.dolls,purchase,20
kiddieart,kids.dolls,view,1466
kiddieland,apparel.shoes.step_ins,view,56
kiddy,electronics.telephone,view,40
kiddy,furniture.living_room.chair,view,3
kiddy,kids.carriage,view,1
kidi,accessories.bag,cart,11
kidi,accessories.bag,purchase,2
kidi,accessories.bag,view,761
kidi,apparel.shirt,view,1
kidi,apparel.shoes,cart,43
kidi,apparel.shoes,purchase,10
kidi,apparel.shoes,view,3658
kidkraft,kids.toys,cart,2
kidkraft,kids.toys,purchase,1
kidkraft,kids.toys,view,1037
kidstar,electronics.telephone,view,7
kidzconcept,furniture.kitchen.chair,view,24
kiepe,appliances.personal.hair_cutter,cart,21
kiepe,appliances.personal.hair_cutter,purchase,2
kiepe,appliances.personal.hair_cutter,view,1481
kilemkhan,apparel.pajamas,view,10
kinbox,sport.trainer,view,1
kinder,apparel.underwear,cart,50
kinder,apparel.underwear,purchase,9
kinder,apparel.underwear,view,77
king,appliances.kitchen.refrigerators,view,183
kingleen,apparel.shoes,view,2
kingmax,apparel.shoes.slipons,cart,1
kingmax,apparel.shoes.slipons,view,24
kingmax,appliances.kitchen.juicer,view,2
kingmax,computers.components.hdd,view,1
kingmeda,kids.toys,view,1
kingslong,sport.ski,cart,1
kingslong,sport.ski,view,79
kingsong,appliances.kitchen.mixer,view,1
kingsong,appliances.kitchen.toster,view,6
kingsong,kids.skates,view,1
kingston,apparel.scarf,cart,311
kingston,apparel.scarf,purchase,101
kingston,apparel.scarf,view,10038
kingston,apparel.shoes.slipons,cart,1092
kingston,apparel.shoes.slipons,purchase,375
kingston,apparel.shoes.slipons,view,37639
kingston,appliances.kitchen.juicer,cart,1915
kingston,appliances.kitchen.juicer,purchase,508
kingston,appliances.kitchen.juicer,view,27787
kingston,appliances.personal.massager,cart,4
kingston,appliances.personal.massager,purchase,1
kingston,appliances.personal.massager,view,283
kingston,auto.accessories.parktronic,cart,1
kingston,auto.accessories.parktronic,view,8
kingston,auto.accessories.radar,cart,264
kingston,auto.accessories.radar,purchase,73
kingston,auto.accessories.radar,view,4892
kingston,computers.components.hdd,view,5
kingston,computers.components.memory,view,151
kingston,computers.components.videocards,view,6
kingston,computers.peripherals.keyboard,view,37
kingston,computers.peripherals.mouse,view,357
kingston,electronics.audio.subwoofer,view,2
kingston,furniture.kitchen.table,cart,231
kingston,furniture.kitchen.table,purchase,65
kingston,furniture.kitchen.table,view,5329
kingston,furniture.living_room.cabinet,cart,18
kingston,furniture.living_room.cabinet,purchase,4
kingston,furniture.living_room.cabinet,view,455
kingston,sport.bicycle,cart,765
kingston,sport.bicycle,purchase,236
kingston,sport.bicycle,view,16036
kink,appliances.kitchen.toster,cart,23
kink,appliances.kitchen.toster,purchase,8
kink,appliances.kitchen.toster,view,1473
kink,sport.bicycle,cart,1
kink,sport.bicycle,view,12
kinlee,kids.skates,cart,3
kinlee,kids.skates,purchase,1
kinlee,kids.skates,view,311
kipardo,appliances.ironing_board,cart,1
kipardo,appliances.ironing_board,view,115
kipling,apparel.shirt,view,13
kipocket,construction.tools.pump,cart,1
kipocket,construction.tools.pump,view,8
kipor,apparel.costume,view,23
kipsta,construction.tools.pump,view,11
kipsta,sport.snowboard,cart,822
kipsta,sport.snowboard,purchase,213
kipsta,sport.snowboard,view,6141
kirkland,auto.accessories.winch,cart,731
kirkland,auto.accessories.winch,purchase,197
kirkland,auto.accessories.winch,view,6218
kirovit,appliances.personal.massager,view,9
kirovit,construction.tools.light,cart,1
kirovit,construction.tools.light,view,64
kisswill,construction.tools.welding,cart,23
kisswill,construction.tools.welding,purchase,8
kisswill,construction.tools.welding,view,2087
kitana,apparel.shoes,view,115
kitana,electronics.audio.microphone,view,503
kitchenaid,accessories.bag,cart,2
kitchenaid,accessories.bag,view,247
kitchenaid,apparel.shoes,view,8
kitchenaid,appliances.kitchen.blender,cart,22
kitchenaid,appliances.kitchen.blender,purchase,3
kitchenaid,appliances.kitchen.blender,view,3255
kitchenaid,appliances.kitchen.grill,cart,4
kitchenaid,appliances.kitchen.grill,purchase,1
kitchenaid,appliances.kitchen.grill,view,633
kitchenaid,appliances.kitchen.kettle,view,1
kitchenaid,appliances.kitchen.mixer,cart,69
kitchenaid,appliances.kitchen.mixer,purchase,25
kitchenaid,appliances.kitchen.mixer,view,11666
kitchenaid,computers.components.cooler,view,317
kitchenaid,construction.tools.generator,view,4
kitchenaid,electronics.camera.photo,cart,19
kitchenaid,electronics.camera.photo,purchase,4
kitchenaid,electronics.camera.photo,view,1733
kitekat,appliances.kitchen.grill,cart,16
kitekat,appliances.kitchen.grill,purchase,5
kitekat,appliances.kitchen.grill,view,19
